datetime,litecoin_price_usd
2020-11-15 00:00:00+00:00,62.27992055
2020-11-16 00:00:00+00:00,73.55243094
2020-11-17 00:00:00+00:00,75.85234021
2020-11-18 00:00:00+00:00,73.69493456
2020-11-19 00:00:00+00:00,81.68366667
2020-11-20 00:00:00+00:00,82.583154
2020-11-21 00:00:00+00:00,86.41011587
2020-11-22 00:00:00+00:00,82.70420982
2020-11-23 00:00:00+00:00,89.03931421
2020-11-24 00:00:00+00:00,89.20537318
2020-11-25 00:00:00+00:00,81.88012987
2020-11-26 00:00:00+00:00,70.86572109
2020-11-27 00:00:00+00:00,69.12387404
2020-11-28 00:00:00+00:00,72.69296617
2020-11-29 00:00:00+00:00,79.23506852
2020-11-30 00:00:00+00:00,87.57463257
2020-12-01 00:00:00+00:00,85.43576677
2020-12-02 00:00:00+00:00,88.85651249
2020-12-03 00:00:00+00:00,89.09896529
2020-12-04 00:00:00+00:00,80.01707227
2020-12-05 00:00:00+00:00,83.11872986
2020-12-06 00:00:00+00:00,83.55533607
2020-12-07 00:00:00+00:00,83.62405876
2020-12-08 00:00:00+00:00,76.7486542
2020-12-09 00:00:00+00:00,77.41098045
2020-12-10 00:00:00+00:00,74.82955647
2020-12-11 00:00:00+00:00,72.08733437
2020-12-12 00:00:00+00:00,76.70689387
2020-12-13 00:00:00+00:00,82.00063841
2020-12-14 00:00:00+00:00,82.36316054
2020-12-15 00:00:00+00:00,81.40067395
2020-12-16 00:00:00+00:00,92.78968506
2020-12-17 00:00:00+00:00,100.95957532
2020-12-18 00:00:00+00:00,109.3845096
2020-12-19 00:00:00+00:00,120.5589091
2020-12-20 00:00:00+00:00,114.66599272
2020-12-21 00:00:00+00:00,105.00539486
2020-12-22 00:00:00+00:00,110.6761936927634
2020-12-23 00:00:00+00:00,101.81706223
2020-12-24 00:00:00+00:00,111.56539901
2020-12-25 00:00:00+00:00,126.98359867
2020-12-26 00:00:00+00:00,129.45920297
2020-12-27 00:00:00+00:00,127.51696969
2020-12-28 00:00:00+00:00,130.05033199
2020-12-29 00:00:00+00:00,129.04079724
2020-12-30 00:00:00+00:00,129.46607253
2020-12-31 00:00:00+00:00,124.69032593
2021-01-01 00:00:00+00:00,126.23034575
2021-01-02 00:00:00+00:00,136.94489094
2021-01-03 00:00:00+00:00,160.19058561
2021-01-04 00:00:00+00:00,154.80732008
2021-01-05 00:00:00+00:00,158.59477629
2021-01-06 00:00:00+00:00,169.01692345
2021-01-07 00:00:00+00:00,169.61595798
2021-01-08 00:00:00+00:00,173.27987445
2021-01-09 00:00:00+00:00,177.4839356
2021-01-10 00:00:00+00:00,171.11484357
2021-01-11 00:00:00+00:00,139.25223125
2021-01-12 00:00:00+00:00,132.63591652
2021-01-13 00:00:00+00:00,147.42134739
2021-01-14 00:00:00+00:00,152.08457372
2021-01-15 00:00:00+00:00,144.23754971
2021-01-16 00:00:00+00:00,144.26541965
2021-01-17 00:00:00+00:00,142.43082129
2021-01-18 00:00:00+00:00,152.14408514
2021-01-19 00:00:00+00:00,153.48742764
2021-01-20 00:00:00+00:00,149.93142516
2021-01-21 00:00:00+00:00,130.13350488
2021-01-22 00:00:00+00:00,137.27145938
2021-01-23 00:00:00+00:00,137.75099018
2021-01-24 00:00:00+00:00,141.47731078
2021-01-25 00:00:00+00:00,137.44420046
2021-01-26 00:00:00+00:00,134.75526433
2021-01-27 00:00:00+00:00,122.94947331
2021-01-28 00:00:00+00:00,133.48693077
2021-01-29 00:00:00+00:00,135.01257048
2021-01-30 00:00:00+00:00,133.40001778
2021-01-31 00:00:00+00:00,129.5708153
2021-02-01 00:00:00+00:00,129.01674223
2021-02-02 00:00:00+00:00,142.50697498
2021-02-03 00:00:00+00:00,155.61203291
2021-02-04 00:00:00+00:00,145.14818702
2021-02-05 00:00:00+00:00,154.85221567
2021-02-06 00:00:00+00:00,155.71474239
2021-02-07 00:00:00+00:00,151.14007922
2021-02-08 00:00:00+00:00,167.21905755
2021-02-09 00:00:00+00:00,182.1144683
2021-02-10 00:00:00+00:00,182.1743915
2021-02-11 00:00:00+00:00,184.49599958
2021-02-12 00:00:00+00:00,197.23171013
2021-02-13 00:00:00+00:00,226.22760116
2021-02-14 00:00:00+00:00,214.430273
2021-02-15 00:00:00+00:00,207.68101945
2021-02-16 00:00:00+00:00,210.5465771
2021-02-17 00:00:00+00:00,236.97352307
2021-02-18 00:00:00+00:00,226.86954839
2021-02-19 00:00:00+00:00,236.67601167
2021-02-20 00:00:00+00:00,227.61989221
2021-02-21 00:00:00+00:00,227.23135545
2021-02-22 00:00:00+00:00,208.10679546
2021-02-23 00:00:00+00:00,176.93491521
2021-02-24 00:00:00+00:00,181.37850129
2021-02-25 00:00:00+00:00,178.90184288
2021-02-26 00:00:00+00:00,170.39815323
2021-02-27 00:00:00+00:00,172.10044726
2021-02-28 00:00:00+00:00,164.92717308
2021-03-01 00:00:00+00:00,175.23790535
2021-03-02 00:00:00+00:00,177.87243611
2021-03-03 00:00:00+00:00,188.5256632
2021-03-04 00:00:00+00:00,181.07864812
2021-03-05 00:00:00+00:00,180.76561344
2021-03-06 00:00:00+00:00,182.98190116
2021-03-07 00:00:00+00:00,190.75911134
2021-03-08 00:00:00+00:00,191.92768383
2021-03-09 00:00:00+00:00,203.63786522
2021-03-10 00:00:00+00:00,200.51685695
2021-03-11 00:00:00+00:00,201.25033709
2021-03-12 00:00:00+00:00,220.82940067
2021-03-13 00:00:00+00:00,226.57829812
2021-03-14 00:00:00+00:00,215.29610435
2021-03-15 00:00:00+00:00,201.26461988
2021-03-16 00:00:00+00:00,201.04063659
2021-03-17 00:00:00+00:00,206.06792781
2021-03-18 00:00:00+00:00,200.53731095
2021-03-19 00:00:00+00:00,201.06371543
2021-03-20 00:00:00+00:00,200.80642376
2021-03-21 00:00:00+00:00,196.42775459
2021-03-22 00:00:00+00:00,187.07783543
2021-03-23 00:00:00+00:00,187.39396472
2021-03-24 00:00:00+00:00,177.65495515
2021-03-25 00:00:00+00:00,173.06118625
2021-03-26 00:00:00+00:00,184.27867316
2021-03-27 00:00:00+00:00,184.83043819
2021-03-28 00:00:00+00:00,185.02849167
2021-03-29 00:00:00+00:00,194.47477728
2021-03-30 00:00:00+00:00,196.6820915
2021-03-31 00:00:00+00:00,197.49909288
2021-04-01 00:00:00+00:00,204.11252259
